fax_number,one_time_acct,address,name,name_2,city,title,express_station,train_station,location_no__1,location_no__2,authorization,industry,data_line,unloading_pts,billing_block,fiscal_address,working_times,alternat_payer,corporate_group,account_group,customer_class,location_code,nielsen_id,district,po_box,po_box_pcode,regional_market,equalizatn_tax,liable_for_vat,telebox,telephone_2,teletex,telex,competitors,sales_partner,prospect,cust_type_4,default_sp,legal_status,industry_code_1,industry_code_2,industry_code_3,industry_code_4,industry_code_5,initial_contact,annual_sales,sales_year,currency,employee,year,natural_person,UMSA1,fi_year_variant,usage,by_customer,after_delivery,ref_acct_group,p_o_box_city,plant,dme_indicator,instruction_key,status_of_transfer,hier_assignment,payment_block,lab_cust__group,non_milit__use,military_use,alt_payer_doc_,tax_type,tax_number_type,tax_number_3,tax_number_4,icms_exempt,ipi_exempt,subtrib_group,cfop_category,icms_law,ipi_law,biochem_warfare,nucl_nonprolif,natl_security,missile_techn,sales_block,url,rep_s_name,type_of_business,type_of_industry,confirm_status,confirm_date,confirm_time,deletion_block,consumer,max__stack_hght,pkm_length_unit,customerrelated,pkm_of_custom,no_layers_inpal,material_spec,pack_pcktype,side_preference,f_b_preference,collunloadpoint,agency_loc_cd,payment_office,processor_group,slaprepr_proced,PSON1,PSON2,name_3,first_name,PSOTL,house_number,street,description,PSOO2,PSOO3,PSOO4,PSOO5,company_code,sales_organization,distribution_channel,division
999999999,,2059,"ZZZZZZZZZZZZZZZZZZZZZ,Z",,ZZZZZZZZZ,,,,0,0,,,,,,,,,,1,,,ZZ,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999999,,2152,"ZZZZZZZZZZZZZ,ZZ",,ZZZZZZZZZZZ,,,,8424316,20517,,,,,,,,,,1,,,Z2,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,1631,"ZZZZZZZZZZZ,ZZ",,ZZZZZZZZZZZ,,,,8480015,10999,,,,,,,,,,1,,,Z4,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,1624,"ZZZZZZZZZZZZZ,ZZZZZZZ",,ZZZZZZZZ,,,,0,0,,,,,,,,,,1,,,Z2,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999990999,,2070,ZZZZZZZZZZZZZZZZZZZZZ,,ZZZZZZZZ,,,,8423129,0,,,,,,,,,,1,,,Z1,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999909999,,2060,"ZZZZZZ,ZZ",,ZZZZZZZZ,,,,0,0,,,,,,,,,,1,,,Z1,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999990999,,1730,ZZZZZZZZZZZZZ,,ZZZZZZZZZZZZZZZZZZZZZ,,,,0,0,,,,,,,,,,1,,,Z0,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,2651,ZZZZZZZZZZZZZZZZZZZZZ,,ZZZZZZZZZZZZZ,,,,0,0,,,,,,,,,,2,,,Z0,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,2260,"ZZZZZZZZZ,ZZZZZ",,ZZZZZZ,,,,0,0,,,,,,,,,,1,,,Z2,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999999,,2186,"ZZZZZZZZZZZZZZZZ,ZZ",,ZZZZZZZZZ,,,,8413080,0,,,,,,,,,,1,,,Z1,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999990,,2294,"ZZZZZZZZZZZZZZZZZZZ,Z",,ZZZZZZZZZZZZZZ,,,G,8426486,11111,,,,,,,,,,1,,,Z0,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999999,,1652,"ZZZZZZZZZZZ,ZZ",,ZZZZZZZZZZZZZZZZZ,,,,8428119,0,,,,,,,,,,1,,,Z0,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999909999,,1627,"ZZZZZZZ,ZZ",,ZZZZZZZZZZZZZZZZ,,,,8422410,1,,,,,,,,,,1,,,Z1,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999990,,2092,"ZZZZZZZZ,ZZ",,ZZZZZZZZZZZZZZZZZZZZZ,,,,8431967,0,,,,,,,,,,1,,,Z1,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,2121,"ZZZZZZZZZZZZZ,ZZZZZZZ",,ZZZZZZZZZ,,,,0,0,,,,,,,,,,1,,,ZZ,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,2159,"ZZZZZZZZZZZZ,ZZ",,ZZZZZZZZZZZZZZZZZZZZZ,,,,8427960,121,,,,,,,,,,1,,,Z5,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999999,,1705,"ZZZZZZZZZZZZZZZZ,ZZ",,ZZZZZZZZZZZZZZZZZZZ,,,,8428284,0,,,,,,,,,,1,,,Z0,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,1726,ZZZZZZZZZZZZZZZZZZZZZZ,,ZZZZZZZZZZZZZ,,,,0,0,,,,,,,,,,1,,,Z5,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999909999,,2283,"ZZZZZZZZZZZ,ZZ",,ZZZZZZ,,,,8414190,323,,,,,,,,,,1,,,Z0,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,2133,"ZZZZZZZZZZZZZZZZZZ,Z",,ZZZZZZZZZZZZZZZZZZZZZ,,,,8429523,0,,,,,,,,,,1,,,Z0,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999909,,1697,ZZZZZZZZZZZZZZZZZZZZZZZ,,ZZZZZZZZZZZZZZZZZ,,,,0,0,,,,,,,,,,1,,,Z0,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999999,,1710,"ZZZZZZZZZZZZZZZZ,ZZ",,ZZZZZZZZZZZZZZZZZZZZ,,,,0,0,,,,,,,,,,1,,,Z0,,,,,,,,,,,,,,,,,,,M,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,1700,ZZZZZZZZZZZZZZZZZZZZ,,ZZZZ,,,,0,0,,,,,,,,,,1,,,Z5,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,1643,ZZZZZZZZZZZZZZZZZZ,,ZZZZZZZZZZZ,,,,8480015,40900,,,,,,,,,,1,,,Z3,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,2284,ZZZZZZZZZZZZZZZZZZZZZ,,ZZZZ,,,,0,0,,,,,,,,,,1,,,Z5,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,1640,ZZZZZZZZZZZZZZZZZZZZZ,,ZZZZZZZZZZZZZZZ,,,,8480015,40901,,,,,,,,,,1,,,Z2,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,1638,ZZZZZZZZZZZZZZZZZZZZZ,,ZZZZZZZZZZZZZ,,,,8480015,40903,,,,,,,,,,1,,,Z1,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999999,,2217,ZZZZZZZZZZZZZZZZZZZZZZ,,ZZZZZ,,,,8480024,519,,,,,,,,,,1,,,Z5,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999999,,1626,"ZZZZZZ,ZZ",,ZZZZZZZZZ,,,,8430559,0,,,,,,,,,,1,,,ZZ,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,2026,"ZZZZZZZZZZZZZZZZZZZ,Z",,ZZZZZZZZZZZZZZZZZZZ,,,,8430339,5013,,,,,,,,,,1,,,Z1,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,2256,"ZZZZZZ,ZZ",,ZZZZZZZZZZZZZZZZZZ,,,,0,0,,,,,,,,,,1,,,Z5,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999099,,1637,"ZZZZZZZZZZZ,ZZZZZZZ",,ZZZZZZZZZZZZZZZZ,,,,8480022,32999,,,,,,,,,,1,,,Z0,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,1676,"ZZZ,ZZ",,ZZZZZZZZZZZZZZZZZZZ,,,,0,0,,,,,,,,,,1,,,Z1,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,2016,"ZZZZZZZZZZZZZZZZZZZ,Z",,ZZZZZZZZZ,,,,8430339,5019,,,,,,,,,,1,,,Z1,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,2050,"ZZZZZZZZZZ,ZZZZZ",,ZZZZZZZZ,,,,0,0,,,,,,,,,,1,,,Z2,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999990090,,1571,"ZZZZZZZZZZZZZZZZZZ,Z",,ZZZZZZZZZ,,,,8431806,0,,,,,,,,,,1,,,Z4,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999999,,1607,"ZZZZZZZZ,ZZ",,ZZZZZZZZZZZZZZZZZZZZ,,,,8481036,0,,,,,,,,,,1,,,Z1,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
,,1599,ZZZZZZZZZZZZZZZZZZZZZZZ,,ZZZZZZ,,,,0,0,,,,,,,,,,1,,,Z6,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999990,,1514,ZZZZZZZZZZZZZZZ,,ZZZZZZZZ,,,,8480029,1000,,,,,,,,,,1,,,Z5,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999999,,1515,ZZZZZZZZZZZZZZZZZZZZZ,,ZZZZZZZZZZZZZZZZZZZZ,,,,8480029,2700,,,,,,,,,,1,,,Z5,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999909999,,1510,ZZZZZZZZZZZZZZZZZZZZ,,ZZZZZZZZZZZZZZZZZZ,,,,8480029,3100,,,,,,,,,,1,,,Z1,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999990999,,1527,ZZZZZZZZZZZZZZZZZZZZZ,,ZZZZZZZZZZZZZZZ,,,,8480029,1800,,,,,,,,,,1,,,Z4,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
9999999900,,1534,ZZZZZZZZZZZZ,,ZZZZZ,,,,8480029,400,,,,,,,,,,1,,,Z5,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
999999990,,1541,ZZZZZZZZZZZZZZZ,,ZZZZZZZZ,,,,8480029,600,,,,,,,,,,1,,,Z2,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,,,,,,,,,Z,0,,,Z,,,,,,,,,,,,,,,,,,,,,,,,2024-01-26 12:00:00,,,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,G100,G100,20,10
